Plant ID,Plant name (English),Owner,Owner GEM ID,Parent,Parent GEM ID,Subnational unit (province/state),Country/Area,Region,Plant age (years),Start date,Workforce size,Status,Nominal crude steel capacity (ttpa),Latitude,Longitude
P100000120267,Shanxi Huaxinyuan Steel and Iron Group Co Ltd,Hejin Huaxinyuan Steel & Iron Co Ltd,E100000126638,Hejin Huaxinyuan Steel & Iron Co Ltd [100.0%],E100000126638 [100.0%],Shanxi,China,Asia Pacific,23,,716,operating,1150,35.605506,110.652056
P100000120274,Shanxi Jianlong Industrial Co Ltd,Shanxi Jianlong Industrial Co Ltd,E100000126936,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],E100000000155 [87.6%]; E100000132388 [12.4%],Shanxi,China,Asia Pacific,25,,6775,operating,4750,35.417405,111.303919
P100000120316,Shanxi Jinnan Iron and Steel Group Co Ltd,Shanxi Jinnan Iron and Steel Group Co Ltd,E100000123202,Shanxi Jinnan Holding Group Co Ltd [100.0%],E100000123828 [100.0%],Shanxi,China,Asia Pacific,12,,1010,operating,4800,35.678541,111.51465
P100000120308,Shanxi Meijin Iron and Steel Co Ltd Dongyu Town,Shanxi Meijin Iron and Steel Co Ltd,E100000126886,Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],E100000123821 [50.0%]; E100001010236 [48.0%]; E100000132388 [2.0%],Shanxi,China,Asia Pacific,22,,743,operating,1700,37.571354,112.229791
P100000120258,Shanxi Taigang Stainless Steel Co Ltd,Shanxi Taigang Stainless Steel Co Ltd,E100000122948,Shanxi Taigang Stainless Steel Co Ltd [100.0%],E100000122948 [100.0%],Shanxi,China,Asia Pacific,27,,17434,operating,12460,37.931488,112.539321
P100000120264,Shanxi Tongcai Industry and Trade Co Ltd,ShanXi TongCai Industry and Trade Co Ltd,E100000123203,Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],E100000123840 [51.4%]; E100000123261 [48.6%],Shanxi,China,Asia Pacific,23,2002,2073,operating,2780,35.694321,111.429381
P100000121087,Shanxi Tongde Xinghua Special Steel Co Ltd,Shanxi Tongde Xinghua Special Steel Co Ltd,E100000127073,Shanxi State-Owned Capital Investment and Operation Co Ltd [28.7%]; Datong Qijun Trading Co Ltd [26.0%]; Tianjin Bohai Runde Steel Group Co Ltd [25.0%]; China Cinda Asset Management Co Ltd [14.8%]; Jinneng Holding Group Co Ltd [3.2%]; unknown [2.3%],E100000001663 [28.7%]; E100000128383 [26.0%]; E100000128384 [25.0%]; E100000123329 [14.8%]; E100000001543 [3.2%]; E100000132388 [2.3%],Shanxi,China,Asia Pacific,20,,3140,operating,2500,40.183517,113.305462
P100000120261,Shanxi Xintai Iron and Steel Co Ltd,Shanxi Xintai Iron & Steel Co Ltd,E100000127010,Shanxi Antai Holding Group Co Ltd [100.0%],E100000127791 [100.0%],Shanxi,China,Asia Pacific,20,,1729,operating,3000,37.075017,111.985148
P100000120271,Shanxi Zhongsheng Iron and Steel Co Ltd,Shanxi Zhongsheng Iron and Steel Co Ltd,E100000127019,Shanxi Zhongsheng Iron and Steel Co Ltd [100.0%],E100000127019 [100.0%],Shanxi,China,Asia Pacific,19,,104,operating,1350,35.727776,111.330122
P100000120259,Shanxi Zhongyang Iron and Steel Co Ltd,Shanxi Zhongyang Iron & Steel Co Ltd,E100000122988,Shanxi Zhongyang Iron & Steel Co Ltd [100.0%],E100000122988 [100.0%],Shanxi,China,Asia Pacific,20,,7019,operating,3600,37.370796,111.161118
P100000120246,Shiheng Special Steel Group Co Ltd,Shiheng SPECIAL Steel Group Co Ltd,E100000123204,Shiheng Special Steel Holding Group Co Ltd [54.7%]; Hong Kong Wing Tai Holdings [22.0%]; unknown [15.9%]; Trade Union Committee of Shiheng Special Steel Group [7.4%],E100000124166 [54.7%]; E100000126043 [22.0%]; E100000132388 [15.9%]; E100000126042 [7.4%],Shandong,China,Asia Pacific,25,,7337,operating,4650,36.229201,116.533981
P100000120322,Shijiazhuang Iron and Steel Co Ltd Special Steel Branch,Shijiazhuang Iron and Steel Co Ltd,E100001000929,HBIS Group Co Ltd [74.7%]; HBIS International Holdings Ltd [24.9%]; unknown [0.4%],E100000124529 [74.7%]; E100000130636 [24.9%]; E100000132388 [0.4%],Hebei,China,Asia Pacific,5,2020,8216,operating,2000,38.075008,114.033043
P100000121074,Shiyan Yunyang District Rongfeng Iron and Steel Co Ltd,Yun County Rongfeng Rolling Mill Factory,E100000127356,Yun County Rongfeng Rolling Mill Factory [100.0%],E100000127356 [100.0%],Hubei,China,Asia Pacific,14,2011,196,operating,700,32.738598,110.793269
P100000120275,Shougang Changzhi Iron and Steel Co Ltd,Shougang Changzhi IRON& Steel Co Ltd,E100000127139,Beijing State-owned Capital Management Center [90.0%]; Changzhi State-owned Industry Asset Operation Co Ltd [10.0%],E100000000158 [90.0%]; E100000128277 [10.0%],Shanxi,China,Asia Pacific,29,,7130,operating,3600,36.356404,113.060809
P100000121067,Shougang Guiyang Special Steel Co Ltd,Shougang Guiyang SPECIAL Steel Co Ltd,E100000126164,Beijing State-owned Capital Management Center [70.0%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [29.7%]; unknown [0.3%],E100000000158 [70.0%]; E100000124909 [29.7%]; E100000132388 [0.3%],Guizhou,China,Asia Pacific,67,1958,1166,operating,600,26.873592,106.73215
P100000120106,Shougang Jingtang United Iron and Steel Co Ltd,Shougang Jingtang United Iron & Steel Co Ltd,E100000121927,Beijing Shougang Co Ltd [100.0%],E100000124355 [100.0%],Hebei,China,Asia Pacific,20,2005,9332,operating,13700,38.953664,118.50339
P100000120107,Shougang Qian an Iron and Steel Co Ltd,Beijing Shougang Co Ltd,E100000124355,Beijing Shougang Co Ltd [100.0%],E100000124355 [100.0%],Hebei,China,Asia Pacific,23,2002,5564,operating,6300,39.976702,118.558788
P100000120096,Shougang Shuicheng Iron and Steel Group Co Ltd,Shougang Shuicheng Iron & Steel (Group) Co Ltd,E100000128137,Beijing State-owned Capital Management Center [61.1%]; China Huarong Asset Management Co Ltd [16.2%]; China Cinda Asset Management Co Ltd [13.2%]; unknown [9.6%],E100000000158 [61.1%]; E100000123273 [16.2%]; E100000123329 [13.2%]; E100000132388 [9.6%],Guizhou,China,Asia Pacific,59,1966,6691,operating,3501,26.595229,104.877413
P100000120075,Sichuan Desheng Group Vanadium and Titanium Co Ltd,"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",E100000126458,Haojun Development Group Co Ltd [49.0%]; natural person(s) [26.8%]; Yunnan Desheng Steel Co Ltd [14.0%]; Yunnan Desheng Logistics Co Ltd [10.2%],E100000128691 [49.0%]; E100000123261 [26.8%]; E100000126976 [14.0%]; E100000127448 [10.2%],Chongqing,China,Asia Pacific,28,1997,3500,operating,3000,29.39798,103.542532
P100000120375,Sichuan Gangchen Stainless Steel Co Ltd,Sichuan Gangchen Stainless Steel Co Ltd,E100000127249,Fujian Xinsheng Investment Co Ltd [85.0%]; Pingtan Longxin Investment Co Ltd [15.0%],E100000127559 [85.0%]; E100000127560 [15.0%],Sichuan,China,Asia Pacific,6,,720,operating,600,29.501044,103.607365
P100000121058,Sichuan Shehong Chuanzhong Construction Materials Co Ltd,Sichuan Shehong Chuanzhong Construction Materials Co Ltd,E100000126282,Sichuan Shehong Chuanzhong Construction Materials Co Ltd [100.0%],E100000126282 [100.0%],Sichuan,China,Asia Pacific,25,,306,operating,550,30.830726,105.367695
P100000120320,Sichuan Shengquan Iron and Steel Group Co Ltd,Sichuan Shengquan Iron and Steel Group Co Ltd,E100000126639,Sichuan Shengquan Iron and Steel Group Co Ltd [100.0%],E100000126639 [100.0%],Sichuan,China,Asia Pacific,7,,980,operating,1500,31.255961,104.190612
P100000121059,Sichuan Yaan Anshan Iron and Steel Co Ltd,Sichuan Ya'an Anshan Iron and Steel Co Ltd,E100000126975,Sichuan Ya'an Anshan Iron and Steel Co Ltd [100.0%],E100000126975 [100.0%],Sichuan,China,Asia Pacific,4,,119,operating,830,30.059133,102.625907
P100000120146,Tangshan Donghai Iron and Steel Group Co Ltd,Tangshan Donghai Iron and Steel Group Co Ltd,E100000123219,Tangshan Donghai Iron and Steel Group Co Ltd [100.0%],E100000123219 [100.0%],Hebei,China,Asia Pacific,22,2003,4590,operating,5499,39.748373,118.624794
P100000120108,Tangshan Donghua Iron and Steel Enterprise Group Co Ltd,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,E100000123205,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd [100.0%],E100000123205 [100.0%],Hebei,China,Asia Pacific,16,2009,6614,operating,3400,39.468366,118.256774
P100000120128,Tangshan Fengnan District Jing an Iron and Steel Co Ltd,Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,E100001010698,Tangshan Fengnan District Jing'an Iron and Steel Co Ltd [100.0%],E100001010698 [100.0%],Hebei,China,Asia Pacific,23,2002,2837,operating,2000,39.600956,118.358726
P100000120118,Tangshan Ganglu Iron and Steel Co Ltd,Tangshan Ganglu Iron & Steel Co Ltd,E100000123206,Guotao Co Ltd (Hong Kong) [76.3%]; Yushan (Beijing) Metallurgical Investment Co Ltd [23.7%],E100000125875 [76.3%]; E100000123550 [23.7%],Hebei,China,Asia Pacific,23,2002,6186,operating,5614,40.183913,118.073913
P100000120379,Tangshan Guotang Steel Co Ltd,Tangshan Guotang Steel Co Ltd,E100000126511,Guotao Co Ltd (Hong Kong) [61.0%]; Tangshan GUOYI SPECIAL Steel Co Ltd [20.0%]; Yushan (Beijing) Metallurgical Investment Co Ltd [19.0%],E100000125875 [61.0%]; E100000126403 [20.0%]; E100000123550 [19.0%],Hebei,China,Asia Pacific,3,2022,3789,operating,3000,39.293147,119.046972
P100000120127,Tangshan Medium Thick Plate Co Ltd,Tangshan Heavy Plate Co Ltd,E100000123209,HBIS Co Ltd [51.0%]; Cambodia Rongfeng Investment Co Ltd [25.1%]; Hebei Wenfeng Industrial Group Co Ltd [23.9%],E100000123542 [51.0%]; E100000125872 [25.1%]; E100000123543 [23.9%],Hebei,China,Asia Pacific,19,2006,495,operating,4200,39.268452,119.024819
P100000120109,Tangshan Ruifeng Iron and Steel Group Co Ltd,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,E100000123207,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd [100.0%],E100000123207 [100.0%],Hebei,China,Asia Pacific,23,2002,6700,operating,4500,39.497472,118.272056
P100000120112,Tangshan Songting Iron and Steel Co Ltd,Tangshan Songting IRON&STEEL Co Ltd,E100000126987,Tangshan Songting IRON&STEEL Co Ltd [100.0%],E100000126987 [100.0%],Hebei,China,Asia Pacific,56,1969,4348,operating,5000,39.938866,118.576678
P100000120148,Tangshan Wenfeng Special Steel Co Ltd,Tangshan Wenfeng Special Steel Co Ltd,E100000123208,Cambodia Rongfeng Investment Co Ltd [62.5%]; Hebei Wenfeng Industrial Group Co Ltd [36.4%]; unknown [1.2%],E100000125872 [62.5%]; E100000123543 [36.4%]; E100000132388 [1.2%],Hebei,China,Asia Pacific,18,,4455,operating,2000,39.146541,118.432261
P100000120140,Tangshan Xinglong Iron and Steel Co Ltd,Tangshan Xinglong Steel Co Ltd,E100000126949,Tangshan Xinglong Steel Co Ltd [100.0%],E100000126949 [100.0%],Hebei,China,Asia Pacific,24,2001,14,operating,825,39.847612,118.348448
P100000120341,Tangshan Yutian Jinzhou Industrial Co Ltd,Tangshan Yutian Jinzhou Industry Co Ltd,E100000126923,British Asia Pan Ruogen International Co Ltd [60.0%]; Tangshan Fengrun Jinruicheng Iron and Steel Co Ltd [40.0%],E100000130417 [60.0%]; E100000127556 [40.0%],Hebei,China,Asia Pacific,14,2011,1126,operating,700,39.967373,117.857659
P100000120342,Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd,E100000127360,Tangshan Zhengfeng Steel Co Ltd [100.0%],E100000127360 [100.0%],Hebei,China,Asia Pacific,21,2004,2297,operating,2439,39.85271,118.181279
P100000120281,Tianjin Iron and Steel Group Co Ltd,Tianjin Iron and Steel Group Co Ltd,E100000126395,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],Tianjin,China,Asia Pacific,90,1935,6581,operating,6650,39.031083,117.499246
P100000120280,Tianjin Iron Plant,Tianjin Iron PLANT Co Ltd,E100000127064,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],Hebei,China,Asia Pacific,56,1969,8756,operating,4870,36.58967,113.745792
P100000120284,Tianjin New Tiangang United Special Steel Co Ltd,Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,E100000126913,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],Tianjin,China,Asia Pacific,16,,5619,operating,4500,39.300258,117.800231
P100000120282,Tianjin Pipe Corporation,Tianjin Pipe Corp,E100000127231,Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],E100000128047 [51.0%]; E100000129042 [12.0%]; E100000123243 [9.6%]; E100000126073 [8.9%]; E100000129043 [8.6%]; E100000129105 [3.2%]; E100000132388 [2.4%]; E100000130351 [2.4%]; E100000129106 [1.6%]; E100000129189 [0.0%]; E100000000282 [0.0%]; E100000129190 [0.0%]; E100000129188 [0.0%],Tianjin,China,Asia Pacific,15,,6360,operating,3000,39.034002,117.486798
P100000120283,Tianjin Rockcheck Steel Group Co Ltd,Rockcheck Steel Group Co Ltd,E100000123193,Tianjin Rongcheng Xiangtai Investment Holdings Co Ltd [77.8%]; natural person(s) [17.9%]; unknown [4.2%],E100000123712 [77.8%]; E100000123261 [17.9%]; E100000132388 [4.2%],Tianjin,China,Asia Pacific,23,,2555,operating,3250,38.970638,117.495794
P100000120216,Tonghua Iron and Steel Co Ltd,Tonghua Iron & Steel Co Ltd,E100000126965,Beijing State-owned Capital Management Center [56.2%]; unknown [16.9%]; Industrial and Commercial Bank of China Ltd [8.3%]; China Construction Bank Corp [8.1%]; Bank of China Ltd [6.5%]; BANK of Jilin Co Ltd [0.9%]; Hana Bank Co Ltd [0.9%]; Changchun Financial Holding Group Co Ltd [0.6%]; Jilin Financial Holding Group Co Ltd [0.6%]; Jilin YATAI (GROUP) Co Ltd [0.5%]; Jilin PROVINCE Inestment Group Co Ltd [0.3%]; Changchun City Development Investment Holding (Group) Co Ltd [0.1%],E100000000158 [56.2%]; E100000132388 [16.9%]; E100000000220 [8.3%]; E100001000437 [8.1%]; E100000124428 [6.5%]; E100000128355 [0.9%]; E100000130509 [0.9%]; E100000128994 [0.6%]; E100000128732 [0.6%]; E100000128734 [0.5%]; E100000128735 [0.3%]; E100000128911 [0.1%],Jilin,China,Asia Pacific,19,,10973,operating,4590,41.779125,126.022349
P100000120072,Tongling Fuxin Iron and Steel Co Ltd,Tongling Fuxin Iron & Steel Co Ltd,E100000127154,Tongling Fuxin Iron & Steel Co Ltd [100.0%],E100000127154 [100.0%],Anhui,China,Asia Pacific,55,1970,1748,operating,1350,30.907561,117.772866
P100000120356,Tongling Xuanli Special Steel Co Ltd,Tongling City Xuanli Special Steel Co Ltd,E100000126276,Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],E100000128611 [96.0%]; E100000132388 [4.0%],Anhui,China,Asia Pacific,16,2009,1403,operating,2700,31.062807,117.956015
P100000120244,Weifang Special Steel Group Co Ltd,Weifang SPECIAL Steel Group Co Ltd,E100000127319,Weiao (Shandong) Investment Co Ltd [100.0%],E100000128568 [100.0%],Shandong,China,Asia Pacific,32,,6089,operating,3000,36.644469,119.238427
P100000120297,WISCO Group Kunming Steel Co Ltd Honghe Iron and Steel Company,Honghe Iron and Steel Co Ltd,E100000126665,China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],E100001000472 [48.4%]; E100000128516 [40.3%]; E100000132388 [4.2%],Yunnan,China,Asia Pacific,22,,1859,operating,1350,23.470733,103.272784
P100000120299,WISCO Group Kunming Steel Co Ltd New District Branch,WISCO Group Kunming Steel Co Ltd,E100001012225,WISCO Group Kunming Steel Co Ltd [100.0%],E100001012225 [100.0%],Yunnan,China,Asia Pacific,13,,2228,operating,1350,24.953261,102.378082
P100000120357,Wugang Zhongjia Iron and Steel Co Ltd,Wugang Zhongjia Iron & Steel Co Ltd,E100000126733,Henan Wugang Huayu Materials Co Ltd [75.0%]; Hongxing (Hong Kong) Co Ltd [25.0%],E100000128126 [75.0%]; E100000130646 [25.0%],Henan,China,Asia Pacific,23,2002,830,operating,1350,33.29175,113.458011
P100000120340,Wuhai Baogang Wanteng Iron and Steel Co Ltd,Wuhai Baogang Wanteng Iron and Steel Co Ltd,E100000127162,Beijing Jianlong Investment Co Ltd [59.2%]; Inner Mongolia Yellow River Energy Technology Group Co Ltd [32.8%]; unknown [8.1%],E100000000155 [59.2%]; E100000127439 [32.8%]; E100000132388 [8.1%],Inner Mongolia,China,Asia Pacific,14,2011,2543,operating,2000,39.855971,106.886647
P100000120171,Wuhan Iron and Steel Co Ltd,Wuhan Iron and Steel Co Ltd,E100000123212,Baoshan Iron & Steel Co Ltd [100.0%],E100000122571 [100.0%],Hubei,China,Asia Pacific,67,,18000,operating,15907,30.616222,114.444975
P100000120174,Wuhan Shunle Stainless Steel Co Ltd,Wuhan Shunle Stainless Steel Co Ltd,E100000126469,natural person(s) [83.0%]; Hubei Jinshenglan Investment Group Co Ltd [17.0%],E100000123261 [83.0%]; E100000128040 [17.0%],Hubei,China,Asia Pacific,31,1994,21,operating,2000,30.394434,114.257701
P100000120073,Wuhu Fuxin Iron and Steel Co Ltd,Wuhu Fuxin Iron & Steel Co Ltd,E100000126149,Wuhu Fuxin Iron & Steel Co Ltd [100.0%],E100000126149 [100.0%],Anhui,China,Asia Pacific,22,2003,2568,operating,2000,31.194505,118.067833
P100000120068,Wuhu Xinxing Ductile Iron Pipes Co Ltd,Wuhu Xinxing Ductile Iron Pipes Co Ltd,E100000126890,Xinxing Ductile Iron Pipes Co Ltd [100.0%],E100000127965 [100.0%],Anhui,China,Asia Pacific,22,2003,4451,operating,2000,31.229893,118.150867
P100000120354,Wulanhot Steel Co Ltd,Wulanhot Iron & Steel Co Ltd,E100000126441,Jingye Group Co Ltd [100.0%],E100000124668 [100.0%],Inner Mongolia,China,Asia Pacific,26,,2216,operating,1350,46.055685,122.063282
P100000120204,Wuxi Xinsanzhou Steel Co Ltd,Wuxi Xinsanzhou Special Steel Co Ltd,E100000126287,Wuxi Xinsanzhou Special Steel Co Ltd [100.0%],E100000126287 [100.0%],Jiangsu,China,Asia Pacific,39,1986,1103,operating,1350,31.681005,120.251785
P100000120161,Wuyang Iron and Steel Co Ltd,Wuyang Iron and Steel Co Ltd,E100000126121,HBIS Group Co Ltd [53.1%]; China Baowu Steel Group Co Ltd [27.7%]; China Huarong Asset Management Co Ltd [8.3%]; HBIS Co Ltd [8.1%]; unknown [2.8%],E100000124529 [53.1%]; E100001000472 [27.7%]; E100000123273 [8.3%]; E100000123542 [8.1%]; E100000132388 [2.8%],Henan,China,Asia Pacific,55,1970,7616,operating,5040,33.287536,113.474328
P100000120366,Wuzhou Yongda Special Steel Co Ltd,Wuzhou Yongda Special Steel Co Ltd,E100000127406,Wuzhou Yongda Steel Works Co Ltd [100.0%],E100000126779 [100.0%],Guangxi,China,Asia Pacific,14,2011,396,operating,1000,23.520307,111.229981
P100000120272,Xiangfen County Xinjinshan Special Steel Co Ltd,Xiangfen County XinJinShan Special Steel Co Ltd,E100000126666,Fujian Huaya Group Co Ltd [64.1%]; natural person(s) [32.8%]; unknown [3.2%],E100000128135 [64.1%]; E100000123261 [32.8%]; E100000132388 [3.2%],Shanxi,China,Asia Pacific,23,,150,operating,2200,35.934831,111.49707
P100000120233,Xining Special Steel Co Ltd,Xining Special Steel Co Ltd,E100000126834,Xining Special Steel Co Ltd [100.0%],E100000126834 [100.0%],Qinghai,China,Asia Pacific,28,,3757,operating,900,36.66856,101.671414
P100000120155,Xinji Aosen Iron and Steel Group Co Ltd,Xinji AOSEN Steel Group Co Ltd,E100000123213,Xinji AOSEN Steel Group Co Ltd [100.0%],E100000123213 [100.0%],Hebei,China,Asia Pacific,23,2002,6804,operating,3600,37.752351,115.184798
P100000120295,Xinjiang Daan Special Steel Co Ltd,Xinjiang Da'an Special Steel Co Ltd,E100001010586,Xinjiang Da'an Special Steel Co Ltd [100.0%],E100001010586 [100.0%],Xinjiang,China,Asia Pacific,14,,894,operating,1000,42.700465,93.542466
P100001023534,Xinjiang Ka Steel Group Co,Xinjiang Ka Steel Group Co,E100002004335,Xinjiang Ka Steel Group Co [100.0%],E100002004335 [100.0%],Xinjiang,China,Asia Pacific,4,,,operating,1000,39.142997,76.161589
P100000120290,Xinjiang Kingtec Steel Co Ltd,Xinjiang KingTec Steel Co Ltd,E100000126623,Shanghai Xuantong Technology Development Co Ltd [66.0%]; Shanghai Juhang Industrial Co Ltd [32.8%]; unknown [1.2%],E100000128679 [66.0%]; E100000128360 [32.8%]; E100000132388 [1.2%],Xinjiang,China,Asia Pacific,22,,77,operating,1334,42.674192,86.280156
P100000120292,Xinjiang Kunyu Iron and Steel Co Ltd,Xinjiang Kunyu Lron & Steel Co Ltd,E100000126477,Shiheng Special Steel Holding Group Co Ltd [54.7%]; Hong Kong Wing Tai Holdings [22.0%]; unknown [15.9%]; Trade Union Committee of Shiheng Special Steel Group [7.4%],E100000124166 [54.7%]; E100000126043 [22.0%]; E100000132388 [15.9%]; E100000126042 [7.4%],Xinjiang,China,Asia Pacific,15,,1460,operating,1350,44.404189,84.966753
P100000120410,Xinjiang Minxin Iron and Steel Group Minhang Special Steel Co Ltd,Xinjiang Minxin Iron and Steel (Group) Minhang Special Steel Co Ltd,E100000126368,Xinjiang MINXIN Steei (GROUP) Co Ltd [100.0%],E100000128014 [100.0%],Xinjiang,China,Asia Pacific,14,,45,operating,1110,44.080866,88.417209
P100000120291,Xinjiang Tianshan Iron and Steel Bazhou Co Ltd,Xinxing Ductile Iron Pipes Xinjiang Co Ltd,E100000127246,China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],E100001000472 [79.3%]; E100000123578 [5.2%]; E100000000220 [5.0%]; E100000124428 [3.8%]; E100000000151 [3.6%]; E100000132388 [3.0%],Xinjiang,China,Asia Pacific,15,,1432,operating,2000,42.333321,86.302481
